 ,Area,Mean,Min,Max,X,Y
1,0,0,0,0,58.000,2144.000
2,0,255,255,255,57.500,2923.500
3,0,0,0,0,54.500,2917.500
4,0,0,0,0,864.500,2916.500
5,0,85,85,85,861.500,2922.500
6,0,0,0,0,860.500,2143.500
7,0,0,0,0,866.500,2148.500
8,0,0,0,0,55.500,2149.500
9,0,0,0,0,54.833,2479.500
10,0,0,0,0,290.167,2479.500
11,0,0,0,0,287.500,2475.500
12,0,0,0,0,288.833,2920.167
13,0,0,0,0,359.500,2922.167
14,0,0,0,0,358.833,2557.500
15,0,0,0,0,356.833,2559.500
16,0,0,0,0,536.167,2558.833
17,0,0,0,0,534.167,2919.500
18,0,0,0,0,534.167,2472.167
19,0,0,0,0,532.167,2474.833
20,0,0,0,0,864.833,2473.833
21,0,0,0,0,56.167,2335.167
22,0,0,0,0,110.167,2337.167
23,0,0,0,0,106.167,2333.167
24,0,0,0,0,108.167,2415.167
25,0,0,0,0,108.833,2413.833
26,0,0,0,0,59.500,2415.167
27,0,0,0,0,110.167,2145.833
28,0,0,0,0,110.167,2293.833
29,0,0,0,0,162.500,2144.500
30,0,0,0,0,165.833,2416.500
31,0,0,0,0,163.833,2415.833
32,0,0,0,0,627.167,2412.500
33,0,0,0,0,624.500,2417.167
34,0,0,0,0,622.500,2145.167
35,0,0,0,0,624.833,2319.167
36,0,0,0,0,755.500,2319.167
37,0,0,0,0,752.833,2415.167
38,0,0,0,0,752.167,2145.833
39,0,0,0,0,806.833,2303.167
40,0,0,0,0,806.167,2143.167
41,0,0,0,0,751.500,2339.167
42,0,0,0,0,808.167,2339.167
43,0,0,0,0,807.500,2337.167
44,0,0,0,0,807.500,2403.833
45,0,0,0,0,810.167,2401.833
46,0,0,0,0,750.833,2401.833
47,0,141,141,141,756.833,2417.167
48,0,0,0,0,687.500,2416.500
49,0,0,0,0,690.167,2418.500
50,0,0,0,0,690.167,2347.833
51,0,0,0,0,688.833,2349.833
52,0,0,0,0,754.833,2351.167
53,0,0,0,0,2153.167,2007.500
54,0,0,0,0,2153.167,3244.833
55,0,255,255,255,2142.500,3239.500
56,0,0,0,0,2521.167,3243.500
57,0,0,0,0,2517.167,3187.500
58,0,0,0,0,2516.833,3666.500
59,0,0,0,0,2573.000,3228.000
60,0,0,0,0,2573.500,3385.000
61,0,0,0,0,2515.167,3376.167
62,0,0,0,0,3728.500,3377.500
63,0,0,0,0,2620.500,3382.833
64,0,0,0,0,2621.833,3174.833
65,0,0,0,0,2616.500,3180.167
66,0,18,18,18,3731.167,3180.167
67,0,0,0,0,3727.167,3177.500
68,0,0,0,0,3725.833,3622.833
